GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
neutral,A woman looking out a window.,The woman is thinking about the past.,133280380.jpg#4r4n,A woman,looking out,a window,The woman,is thinking,about the past
entailment,A surfboarder prepares to catch a wave.,A surfer is in the ocean.,3029463004.jpg#2r1e,A surfboarder,prepares to catch,a wave,A surfer,is,in the ocean
neutral,A orange robed Buddhist monk sleeping.,The monk is in Europe.,4708658738.jpg#1r1n,A orange,robed,Buddhist monk sleeping,The monk,is,in Europe
neutral,A dog swims toward a stick,A dog is swimming for fun,2339946012.jpg#4r1n,A dog,swims,toward a stick,A dog,is swimming,for fun
contradiction,An excerpt is also available.,nothing is available.,38186c,An excerpt,is also,available,nothing,is,available
contradiction,A man holds a baby close.,A man is playing basketball,3908650006.jpg#4r1c,A man,holds,a baby close,A man,is playing,basketball
neutral,A band gives a performance.,People are watching a band.,388604469.jpg#4r1n,A band,gives,a performance,People,are watching,a band
neutral,Then they disappeared.,They were gone for hours.,67315n,they,disappeared,Then,They,were gone,for hours
entailment,A crossing guard wearing a hat.,The person is ensuring safety is observed.,6338733.jpg#4r1e,A crossing guard,wearing,a hat,The person,is ensuring,safety
neutral,An artist focuses on his task.,The artist is making a sculpture.,87718618.jpg#4r1n,An artist,focuses,on his task,The artist,is making,a sculpture
contradiction,a family walking down the street,The family is bowling.,3148690039.jpg#4r1c,a family,walking,down the street,The family,is,bowling
contradiction,A dog jumps through the grass.,A dog eats an elephant,472860064.jpg#4r1c,A dog,jumps,through the grass,A dog,eats,an elephant
contradiction,Little girl looking through a camera.,Little girl looking through a telescope.,1449692616.jpg#3r5c,Little girl,looking,through a camera,Little girl,looking,through a telescope
neutral,Little girl holding a karate trophy.,A girl won a karate tournament.,112220869.jpg#4r4n,Little girl,holding,a karate trophy,A girl,won,a karate tournament
contradiction,Two people riding a bicycle.,The two people are sitting by a tree.,3987123697.jpg#4r1c,Two people,riding,a bicycle,The two people,are sitting,by a tree
contradiction,A woman is browsing in a bazaar,The woman is asleep.,4725033521.jpg#4r1c,A woman,is browsing,in a bazaar,The woman,is,asleep
neutral,A family prepares to ride on the water.,the family getting on a boat.,1363343745.jpg#4r2n,A family,prepares to ride,on the water,the family,getting,on a boat
entailment,Four women are posing for a picture.,There are four women posing for a picture.,4630355820.jpg#4r1e,Four women,are posing,for a picture,four women,posing,for a picture
neutral,Two women walking through a crosswalk.,The pedestrians have a walk signal.,1045309098.jpg#4r1n,Two women,walking,through a crosswalk,The pedestrians,have,a walk signal
contradiction,She shook her head.,She shook his hand.,43656c,She,shook,her head,She,shook,his hand
entailment,A woman is inspecting an ankle warmer.,A woman is cold and decided to buy a ankle warmer,2315285438.jpg#2r1e,A woman,is inspecting warmer,an ankle,A woman,is,cold
contradiction,Three dogs play together in the field.,The pets are sleeping on a couch.,2844747252.jpg#4r1c,Three dogs,play together,in the field,The pets,are sleeping,on a couch
entailment,That was probably for the best.,This was probably the best solution.,83748e,That,was probably,for the best,This,was probably,the best solution
contradiction,Bicyclists waiting at an intersection.,Bicyclists riding along a freeway.,1148238960.jpg#2r5c,Bicyclists,waiting,at an intersection,Bicyclists,riding,along a freeway
contradiction,A traffic controller is watching his camera.,The controller is taking a nap.,2332975167.jpg#4r1c,A traffic controller,is watching,his camera,The controller,is taking,a nap
contradiction,You should come see yourself.,You should stay where you are.,14797c,You,should come,see yourself,You,should stay,where you are
entailment,I carry a gun.,There is a gun that I carry.,121757e,I,carry,a gun,a gun,carry,I
entailment,Girls are playing basketball.,There are girls performing a physical activity.,2710563762.jpg#4r1e,Girls,are playing,basketball,girls,performing,a physical activity
contradiction,A winner gets a trophy.,A winner is sleep.,3628994466.jpg#4r1c,A winner,gets,a trophy,A winner,is,sleep
entailment,Two firefighters look at a building.,Some firefighters are look at a building.,4553360582.jpg#2r1e,Two firefighters,look,at a building,Some firefighters,are look,at a building
neutral,Scuba divers are examining a wrecked airplane.,A plane crashed in the ocean.,3964632200.jpg#3r1n,Scuba divers,are examining,a wrecked airplane,A plane,crashed,in the ocean
entailment,A family enjoys the outside.,A group of people embracing the outdoors.,3698350607.jpg#4r2e,A family,enjoys,the outside,people,embracing,the outdoors
neutral,A black dog is running through the snow.,The dog is female.,2335619125.jpg#4r3n,A black dog,is running,through the snow,The dog,is,female
contradiction,two young girls fly a kite.,The two girls stole the kite,1517807181.jpg#4r3c,two young girls,fly,a kite,The two girls,stole,the kite
contradiction,Two young girls holding a camera together.,Some girls are holding a scissors.,2102732029.jpg#2r1c,Two young girls,holding together,a camera,Some girls,are holding,a scissors
neutral,The young man has just crossed a rickety footbridge.,The footbridge is made of wood,371897.jpg#2r1n,The young man,has just crossed,a rickety footbridge,The footbridge,is made,of wood
contradiction,Bruce Springsteen is singing on stage.,Bruce Springsteen is in a house.,7523563426.jpg#4r1c,Bruce Springsteen,is singing,on stage,Bruce Springsteen,is,in a house
entailment,A worker suspended in the air.,A person suspended in the air.,3711354907.jpg#4r2e,A worker,suspended,in the air,A person,suspended,in the air
contradiction,A man paints a street scene.,Woman painting her nails.,3877389540.jpg#4r1c,A man,paints,a street scene,Woman,painting,her nails
entailment,A man is working on the railroad.,The person is a male.,292673534.jpg#4r1e,A man,is working,on the railroad,The person,is,a male
entailment,i think they shave it,I think they cut it.,71519e,i,think,they shave it,they,cut,it
entailment,They are not important. ,They're unimportant.,65839e,They,are not,important,They,'re,unimportant
neutral,A female speaker talks about GlamWiki.,a woman is trying to convince people,3796631367.jpg#3r1n,A female speaker,talks,about GlamWiki,a woman,is trying,to convince people
contradiction,Five men playing an interesting sport.,The men are watching a movie together.,379505240.jpg#4r1c,Five men,playing,an interesting sport,The men,are watching together,a movie
entailment,Young child eating a cookie.,the kid eats a cookie,2597088734.jpg#4r1e,Young child,eating,a cookie,the kid,eats,a cookie
entailment,The greyhound is running in a race.,The greyhound is participating in a race.,3273625566.jpg#2r1e,The greyhound,is running,in a race,The greyhound,is participating,in a race
entailment,Several bike riders compete in a competition.,Bikers are in a race.,1065831604.jpg#4r2e,Several bike riders,compete,in a competition,Bikers,are,in a race
neutral,The programming is less wonderful.,Dish Network's programming is not that great.,139564n,The programming,is,less wonderful,Dish Network's programming,is not,that great
contradiction,Two women wearing red skirts.,Two women wear yellow skirts.,3204500803.jpg#4r1c,Two women,wearing,red skirts,Two women,wear,yellow skirts
entailment,A man grilling ethnic food.,A man is cooking something to eat.,484814224.jpg#4r1e,A man,grilling,ethnic food,A man,is cooking,something to eat
neutral,A person is holding three birds.,A person is selling birds.,3353313448.jpg#4r1n,A person,is holding,three birds,A person,is selling,birds
entailment,A worker is constructing an artistic project.,A worker is making something.,2647132885.jpg#1r1e,A worker,is constructing,an artistic project,A worker,is making,something
entailment,A man is walking a small horse.,A man walks a horse.,2229108152.jpg#4r1e,A man,is walking,a small horse,A man,walks,a horse
entailment,School kids racing in the snow.,Kids racing in the snow.,72218201.jpg#4r1e,School kids,racing,in the snow,Kids,racing,in the snow
neutral,A young man is shooting pool.,the man is young,1252210354.jpg#4r3n,A young man,is shooting,pool,the man,is,young
contradiction,Three Asian people wait on the sidewalk.,3 white people sit on the curb,2595102568.jpg#3r1c,Three Asian people,wait,on the sidewalk,3 white people,sit,on the curb
contradiction,A little boy jumping on the bed,A boy is sleeping in his bed.,781118358.jpg#4r1c,A little boy,jumping,on the bed,A boy,is sleeping,in his bed
entailment,You were on a hill.,You were high up.,44759e,You,were,on a hill,You,were,high up
entailment,Two dogs playing on carpet.,Two dogs are together.,2714699748.jpg#3r1e,Two dogs,playing,on carpet,Two dogs,are,together
neutral,Two men are playing in a band.,Two brothers are in a band.,3332202255.jpg#4r1n,Two men,are playing,in a band,Two brothers,are,in a band
neutral,a boy smiles underwater.,The boy is a swimmer.,1096165011.jpg#4r3n,a boy,smiles,underwater,The boy,is,a swimmer
entailment,A zebra is nibbling on some grass.,a zebra is black and white,vg_verb56r1e,A zebra,is nibbling,on some grass,a zebra,is,white
contradiction,Four men play music together.,Four men play tennis.,3970655283.jpg#4r1c,Four men,play together,music,Four men,play,tennis
contradiction,Man in uniform waiting on a wall.,A  naked man is sitting on the wall.,2229737667.jpg#4r1c,Man in uniform,waiting,on a wall,A  naked man,is sitting,on the wall
contradiction,Two men climbing a large rock.,Two men rocking in rocking chairs.,45935254.jpg#3r1c,Two men,climbing,a large rock,Two men,rocking,in rocking chairs
entailment,Latin dancers are extremely flexible.,Latin dancers are great athletes.,3193029429.jpg#4r1e,Latin dancers,are,extremely flexible,Latin dancers,are,great athletes
neutral,Two men are doing garden work.,The men are brothers.,452385803.jpg#4r1n,Two men,are doing,garden work,The men,are,brothers
neutral,Female Olympic runners racing in group.,The women are tired,7716811396.jpg#2r1n,Female Olympic runners,racing,in group,The women,are,tired
entailment,A band jamming out on their guitars.,The band is playing guitars.,428909907.jpg#2r1e,A band,jamming out,on their guitars,The band,is playing,guitars
contradiction,Greuze stared at her.,Greuze walked away from her.,8251c,Greuze,stared,at her,Greuze,walked,away from her
neutral,Two soldiers are getting their meal.,two men conversing while eating,2956835181.jpg#4r1n,Two soldiers,are getting,their meal,two men,conversing,while eating
neutral,A black dog is jumping out of water.,the dog is playing in a pond,3708839890.jpg#2r1n,A black dog,is jumping,out of water,the dog,is playing,in a pond
entailment,A brass quintet is playing music.,Five people are playing metal instuments.,3653386313.jpg#4r1e,A brass quintet,is playing,music,Five people,are playing,metal instuments
entailment,A child is diving into a pool.,A child is near a pool.,1236964638.jpg#4r1e,A child,is diving,into a pool,A child,is,near a pool
neutral,Two young girls wearing goth clothes.,Two young girls wearing all black,1389264266.jpg#3r1n,Two young girls,wearing,goth clothes,Two young girls,wearing,all black
neutral,A dog is catching a ball.,The dog is good at catching,2429978680.jpg#4r1n,A dog,is catching,a ball,The dog,is,good at catching
neutral,Three young boys tossing a watermelon.,The boys are playing a game.,3876652419.jpg#4r1n,Three young boys,tossing,a watermelon,The boys,are playing,a game
entailment,I was a joke.,Nothing about me was serious.,60943e,I,was,a joke,Nothing about me,was,serious
contradiction,Chatterbox will go for now.,Chatterbox will stay for now.,15551c,Chatterbox,will go,for now,Chatterbox,will stay,for now
entailment,Two young men jump on a bridge.,Some people are on a bridge.,581419370.jpg#4r1e,Two young men,jump,on a bridge,Some people,are,on a bridge
neutral,A street musician busking with a keyboard.,Their instrument is very worn.,4766957700.jpg#4r1n,A street musician,busking,with a keyboard,Their instrument,is,very worn
neutral,Three little boys are playing at the beach.,three boys are playing in the sand,6989577015.jpg#4r1n,Three little boys,are playing,at the beach,three boys,are playing,in the sand
entailment,My own hand was crushed by the Colonel's.,The Colonel's hand was larger than mine.,41339e,My own hand,was crushed,by the Colonel's,The Colonel's hand,was,larger than mine
neutral,Seven people eating something.,The people are celebrating a birthday.,5265298056.jpg#4r1n,Seven people,eating,something,The people,are celebrating,a birthday
contradiction,Mountain biker approaching a cliffside vista,A man is riding in his car.,3634281981.jpg#4r1c,Mountain biker,approaching,a cliffside vista,A man,is riding,in his car
entailment,young girl playing the drums.,Girl plays an instrument.,4594797592.jpg#4r1e,young girl,playing,the drums,Girl,plays,an instrument
contradiction,Woman sculpting gingerbread house.,A woman is sculpting a marble statue.,2081033707.jpg#3r1c,Woman,sculpting,gingerbread house,A woman,is sculpting,a marble statue
contradiction,Shoppers walking down the street.,Shopper are playing in the street.,2202059975.jpg#4r1c,Shoppers,walking,down the street,Shopper,are playing,in the street
entailment,It lasted ten days.,The event lasted for ten days,6818e,It,lasted,ten days,The event,lasted,for ten days
entailment,A brown dogs licks its black nose.,The brown dog has a black nose.,3535084928.jpg#3r1e,A brown dogs,licks,its black nose,The brown dog,has,a black nose
entailment,The lady is walking through the water.,The lady wades in the water.,219301555.jpg#4r1e,The lady,is walking,through the water,The lady,wades,in the water
entailment,One man is standing outside fishing.,A man is outside fishing.,1559295897.jpg#4r1e,One man,is standing,outside fishing,A man,is,outside fishing
neutral,Tuppence shook her head.,Tuppence moved her head.,688n,Tuppence,shook,her head,Tuppence,moved,her head
entailment,Two young kids are playing in the grass.,There are kids playing outdoors.,4029918745.jpg#4r2e,Two young kids,are playing,in the grass,kids,playing,outdoors
neutral,A young boy walking into the street.,The young boy is heading home.,3408074866.jpg#1r1n,A young boy,walking,into the street,The young boy,is heading,home
contradiction,A woman is watching a black dog.,a woman takes a shower,4123894799.jpg#2r3c,A woman,is watching,a black dog,a woman,takes,a shower
entailment,A good one is a gastronomic thrill!,Gastronomic thrill would be a great one.,118354e,A good one,is,a gastronomic thrill,Gastronomic thrill,would be,a great one
entailment,Food stamps are OK!,Food stamps are okay! ,38175e,Food stamps,are,OK,Food stamps,are,okay
neutral,MLAN includes four components,The parts are all the same size.,68350n,MLAN,includes,four components,The parts,are all,the same size
entailment,A young woman walking on the sidewalk.,a woman is outside,2937882774.jpg#3r1e,A young woman,walking,on the sidewalk,a woman,is,outside
contradiction,A windsurfer surfs on frothy waves.,A person is laying on the beach.,3902696609.jpg#3r1c,A windsurfer,surfs,on frothy waves,A person,is laying,on the beach
entailment,A female gymnast is jumping in the air.,A female is inside a gym,5554366099.jpg#4r1n,A female gymnast,is jumping,in the air,A female,is,inside a gym
entailment,i heard i heard it really sucked,I heard it wasn't good.,17930e,i,heard,it really sucked,I,heard,it wasn't good
entailment,A boy carrying two green vegetables.,A child is carrying food.,3800306463.jpg#4r1e,A boy,carrying,two green vegetables,A child,is carrying,food
neutral,The gray dog has its eyes closed.,the dogs is trying to sleep,2618866067.jpg#1r1n,The gray dog,has,its eyes closed,the dogs,is trying,to sleep
entailment,Two basketball players corner an opponent.,basketball players playing basketball.,6881296905.jpg#4r1e,Two basketball players,corner,an opponent,basketball players,playing,basketball
entailment,A little boy playing a guitar.,A boy playing a guitar.,3394992905.jpg#4r1e,A little boy,playing,a guitar,A boy,playing,a guitar
neutral,Three children running barefoot.,Three children are barefoot.,2302747917.jpg#4r1n,Three children,running,barefoot,Three children,are,barefoot
entailment,A man is playing the drums.,This guy is playing a percussion instrument.,1412318227.jpg#4r1e,A man,is playing,the drums,This guy,is playing,a percussion instrument
entailment,Man carrying too many boxes.,Man is using his muscles.,4564451257.jpg#4r1e,Man,carrying,too many boxes,Man,is using,his muscles
contradiction,Two men are playing soccer.,The men are playing basketball.,7278851310.jpg#4r1c,Two men,are playing,soccer,The men,are playing,basketball
contradiction,That is the bad news.,The good news is that.,47261c,That,is,the bad news,The good news,is,that
neutral,Two women are sitting at a table.,These women are gossiping about their daughters.,3512747808.jpg#4r3n,Two women,are sitting,at a table,These women,are gossiping,about their daughters
contradiction,A Toyota car drives into water,The Toyota was in park,160585932.jpg#4r3c,A Toyota car,drives,into water,The Toyota,was,in park
contradiction,A tan man is massaging his bicep.,A pale man scratches his head.,4063590558.jpg#4r1c,A tan man,is massaging,his bicep,A pale man,scratches,his head
entailment,Two young teens are making dough.,The  teens  were making  dough.,4203512618.jpg#2r1e,Two young teens,are making,dough,The  teens,were making,dough
neutral,A boy wearing mirror sunglasses.,The boy is wearing his favorite sunglasses.,3346614841.jpg#3r1n,A boy,wearing,mirror sunglasses,The boy,is wearing,his favorite sunglasses
neutral,Four powerboats racing across the sea.,The boats are across the sea,3668518431.jpg#3r1n,Four powerboats,racing,across the sea,The boats,are,across the sea
contradiction,Four children are having a pillow fight.,Four children play Xbox.,1055623002.jpg#2r3c,Four children,are having,a pillow fight,Four children,play,Xbox
contradiction,i can i can see that happening,"That will never, ever happen. ",19322c,i,can see,that happening,That,will never happen,ever
neutral,A white dog running on sand.,A golden retriever runs on the sand.,2714220101.jpg#4r1n,A white dog,running,on sand,A golden retriever,runs,on the sand
neutral,A surfer rides the wave out.,A surfer rides a huge wave.,418667611.jpg#3r1n,A surfer,rides out,the wave,A surfer,rides,a huge wave
contradiction,These young people are relaxing on the grass.,These young people are really old.,7520840988.jpg#4r1c,These young people,are relaxing,on the grass,These young people,are,really old
contradiction,Homeless man living among the construction.,The man has a home.,4951888006.jpg#2r5c,Homeless man,living,among the construction,The man,has,a home
contradiction,Indian barber waiting for customers.,The American barber was waiting on customers.,40469496.jpg#4r1c,Indian barber,waiting,for customers,The American barber,was waiting,on customers
neutral,two men walking down the street.,To friends take a walk.,4574110851.jpg#4r1e,two men,walking,down the street,To friends,take,a walk
entailment,I needed some air.,I felt like getting some air.,76233e,I,needed,some air,I,felt like getting,some air
entailment,A man steps onto a sidewalk.,The man is outside.,246901891.jpg#4r1e,A man,steps,onto a sidewalk,The man,is,outside
contradiction,Two men passing a shop window.,The men were repairing a broken toilet.,3839206915.jpg#4r1c,Two men,passing,a shop window,The men,were repairing,a broken toilet
entailment,A man is looking through a telescope.,Someone looking through a telescope.,5123125004.jpg#3r1e,A man,is looking,through a telescope,Someone,looking,through a telescope
neutral,constructions workers are building a house.,The construction workers are building a new neighborhood.,194705585.jpg#3r1n,constructions workers,are building,a house,The construction workers,are building,a new neighborhood
neutral,Two children are reading a book.,Two kids sit at a desk.,2483495637.jpg#4r1n,Two children,are reading,a book,Two kids,sit,at a desk
contradiction,This man was a killer.,The man had never been violent.,132833c,This man,was,a killer,The man,had never been,violent
entailment,People are running from a fire.,People escape from the fire.,2858793859.jpg#4r1e,People,are running,from a fire,People,escape,from the fire
entailment,He felt Jon tense as well.,Jon was nervous.,78212e,He,felt as well,Jon tense,Jon,was,nervous
entailment,This is the decisive distinction.,The distinction was made and decisively.,74081e,This,is,the decisive distinction,The distinction,was,decisively
contradiction,A police officer is standing in a street.,A police officer is sitting in his car.,283091793.jpg#4r1c,A police officer,is standing,in a street,A police officer,is sitting,in his car
neutral,"Construction worker, welding on high beam.",Sparks are flying everywhere.,107936523.jpg#3r2n,Construction worker,welding,on high beam,Sparks,are flying,everywhere
entailment,Two men are riding horses.,Two people are riding horses.,8236263716.jpg#4r2e,Two men,are riding,horses,Two people,are riding,horses
entailment,I tried to tolerate it.,I attempted to tolerate it. ,89318e,I,tried,to tolerate it,I,attempted to tolerate,it
entailment,Two dogs wrestle in a field.,The dogs are outdoors.,1164131282.jpg#4r1e,Two dogs,wrestle,in a field,The dogs,are,outdoors
contradiction,People are riding on a train.,The people are on a boat.,2350646648.jpg#4r1c,People,are riding,on a train,The people,are,on a boat
neutral,"Two little girls, playing together in the sand.",Two little girls build a castle together.,4618885426.jpg#0r1n,Two little girls,playing together,in the sand,Two little girls,build together,a castle
contradiction,A gentleman walking in the street.,Worker constructing streets,4626017432.jpg#4r3c,A gentleman,walking,in the street,Worker,constructing,streets
contradiction,I reached the lab.,I never went to the lab.,46622c,I,reached,the lab,I,never went,to the lab
neutral,A woman is wearing a peacock costume.,A woman is posing for Halloween.,4861590390.jpg#4r1n,A woman,is wearing,a peacock costume,A woman,is posing,for Halloween
contradiction,Two girls climbing on a fence.,The girls teleported over the fence.,2750912179.jpg#4r1c,Two girls,climbing,on a fence,The girls,teleported,over the fence
contradiction,Two men looking at a computer.,Two men are watching television.,51145626.jpg#4r1c,Two men,looking,at a computer,Two men,are watching,television
neutral,A guy walking his four dogs.,The guy is tired of walking.,3640743904.jpg#1r3n,A guy,walking,his four dogs,The guy,is,tired of walking
neutral,two girls drink at a party.,Two people are drinking beer.,374103776.jpg#4r1n,two girls,drink,at a party,Two people,are drinking,beer
neutral,Man tickling two twin girls.,the man was playing with his daughters,2831394884.jpg#4r1n,Man,tickling,two twin girls,the man,was playing,with his daughters
contradiction,Two sumo wrestlers are fighting in a ring.,chair is empty,3220151692.jpg#2r1c,Two sumo wrestlers,are fighting,in a ring,chair,is,empty
entailment,A striped cat is on the pathway.,A cat is on the pathway.,3354075558.jpg#4r1e,A striped cat,is,on the pathway,A cat,is,on the pathway
neutral,A black man operates an orange crane., A black man operates a crane.,116021030.jpg#3r1n,A black man,operates,an orange crane,A black man,operates,a crane
contradiction,Black dog jumps in pool.,A dog running through a field,350588129.jpg#4r1c,Black dog,jumps,in pool,A dog,running,through a field
contradiction,A man sweeping the sidewalk.,A man is shoveling his driveway.,4772785237.jpg#4r1c,A man,sweeping,the sidewalk,A man,is shoveling,his driveway
entailment,Workers are sorting fishing line.,Some workers are sorting things.,8142543165.jpg#4r1e,Workers,are sorting,fishing line,Some workers,are sorting,things
contradiction,Newlyweds gaze off into the distance.,An old couple hate each other.,2610183526.jpg#4r1c,Newlyweds,gaze off,into the distance,An old couple,hate,each other
contradiction, She brings him,She never brings him.,72621c,She,brings,him,She,never brings,him
contradiction,Her presence had spelt security. ,Her presence made you feel insecure.,127909c,Her presence,had spelt,security,Her presence,made,you feel insecure
contradiction,(All of which apply to Alec.),None of which apply to Alec.,145432c,All of which,apply,to Alec,None of which,apply,to Alec
neutral,Dog rolling on the ground.,An animal got sprayed by a skunk.,275002371.jpg#3r1n,Dog,rolling,on the ground,An animal,got sprayed,by a skunk
entailment,Some one below is asking for you.,Someone asked for you. ,13474e,Some one below,is asking,for you,Someone,asked,for you
contradiction,i like Italian food,I hate eating Italian food. ,88934c,i,like,Italian food,I,hate,eating Italian food
entailment,Baseball pitcher throwing a pitch.,A pitcher throws a ball.,6309597419.jpg#3r1e,Baseball pitcher,throwing,a pitch,A pitcher,throws,a ball
neutral,I could feel it.,I could feel the villagers' dread.,62714n,I,could feel,it,I,could feel,the villagers' dread
neutral,a man wakeboards on a lake.,A white man wakeboards on Lake Superior.,172092464.jpg#3r3n,a man,wakeboards,on a lake,A white man,wakeboards,on Lake Superior
neutral,A dog running in a field.,The dog is playing fetch.,1119418776.jpg#4r2n,A dog,running,in a field,The dog,is playing,fetch
entailment,I did not recognize them.,I did not know who they were.,96365e,I,did not recognize,them,I,did not know,who they were
neutral,a man wearing a orange coat,The man is warm,4455999741.jpg#4r1n,a man,wearing,a orange coat,The man,is,warm
entailment,The snowboarder is in the air.,A person is riding a snowboard.,3357416302.jpg#3r1e,The snowboarder,is,in the air,A person,is riding,a snowboard
entailment,Two dogs running through high grass.,The two dogs are outside.,3110018626.jpg#3r1e,Two dogs,running,through high grass,The two dogs,are,outside
entailment,A man is looking at a shrub.,The guy is staring at a shrub.,2705102381.jpg#4r1e,A man,is looking,at a shrub,The guy,is staring,at a shrub
neutral,Two children wearing denim walk on a runway.,Two children talk about the runway.,3673484638.jpg#3r1n,Two children,wearing denim walk,on a runway,Two children,talk,about the runway
contradiction,An elderly female is eating something tasty.,A young woman is eating something.,4700236014.jpg#1r1c,An elderly female,is eating,something tasty,A young woman,is eating,something
entailment,People walking in a supermarket.,People are looking at items,4725655790.jpg#4r2e,People,walking,in a supermarket,People,are looking,at items
neutral,"Three people, smiling while playing cards.",Three friends playing poker.,1570083074.jpg#3r3n,Three people,smiling,while playing cards,Three friends,playing,poker
entailment,the young children are petting a piglet,Children are petting a small pig.,1917265421.jpg#3r3e,the young children,are petting,a piglet,Children,are petting,a small pig
neutral,A paraskier is landing on a mountain.,Someone is having fun.,3402081035.jpg#3r1n,A paraskier,is landing,on a mountain,Someone,is having,fun
entailment,A choir is singing to an audience.,Many people watch and listen to the chorus.,2760167.jpg#3r1e,A choir,is singing,to an audience,Many people,listen,to the chorus
contradiction,A Dalmatian is playing near a tree.,a cat is playing near a tree,3417102649.jpg#3r1c,A Dalmatian,is playing,near a tree,a cat,is playing,near a tree
neutral,A person is playing a drum.,A person is performing a concert.,2937606915.jpg#4r4n,A person,is playing,a drum,A person,is performing,a concert
entailment,An aged woman walks through city streets.,An age women is walking in the street.,4660152902.jpg#4r1e,An aged woman,walks,through city streets,An age women,is walking,in the street
neutral,Children are learning about a firetruck.,The children are in a classroom.,534318261.jpg#4r5n,Children,are learning,about a firetruck,The children,are,in a classroom
contradiction,Family enjoying some juice boxes.,They are eating boxes.,75375389.jpg#4r1c,Family,enjoying,some juice boxes,They,are eating,boxes
entailment,It is not our culture.,Our culture does not include this. ,129228e,It,is not,our culture,Our culture,does not include,this
neutral,Two men are having a conversation.,Two guys talk about sports.,3792020604.jpg#4r6n,Two men,are having,a conversation,Two guys,talk,about sports
contradiction,A toddler is riding a plastic scooter.,A toddler is taking a bath.,2395967330.jpg#2r1c,A toddler,is riding,a plastic scooter,A toddler,is taking,a bath
entailment,(This precept sponsored by Coca-Cola.,Coca Cola is the sponsor. ,61805e,This precept,sponsored,by Coca-Cola,Coca Cola,is,the sponsor
entailment,A young couple posing seductively for a photograph.,Two people are getting their picture taken.,2095667691.jpg#3r1e,A young couple,posing seductively,for a photograph,Two people,are getting,their picture taken
neutral,A kid is holding a rubber mallet.,The kid is right handed.,2804904604.jpg#4r4n,A kid,is holding,a rubber mallet,The kid,is,right handed
neutral,Two females sparring in martial arts.,The women are enjoying their workout.,6331630561.jpg#3r1n,Two females,sparring,in martial arts,The women,are enjoying,their workout
entailment,Four young people are waiting at a bench.,youth waiting in bench,4700581571.jpg#4r1e,Four young people,are waiting,at a bench,youth,waiting,in bench
neutral,Children playing in a playground.,Some kids are on the swingset.,4469153514.jpg#3r1n,Children,playing,in a playground,Some kids,are,on the swingset
contradiction,The tech people are dressed up in costumes.,Tech people are wearing their casual clothes.,4885564387.jpg#2r1c,The tech people,are dressed up,in costumes,Tech people,are wearing,their casual clothes
contradiction,Three children sitting at desks.,Three children are sliding down a slide.,3449114979.jpg#4r1c,Three children,sitting,at desks,Three children,are sliding,down a slide
neutral,A gentleman walking in the street.,Gentleman walking on Hollywood streets,4626017432.jpg#4r3n,A gentleman,walking,in the street,Gentleman,walking,on Hollywood streets
neutral,We concluded that,A man concluded something,48940n,We,concluded,that,A man,concluded,something
contradiction,i like that,I hate that.,22837c,i,like,that,I,hate,that
contradiction,a skateboarder grinds a curb.,A skater falls down the stairs.,2795866891.jpg#4r1c,a skateboarder,grinds,a curb,A skater,falls,down the stairs
contradiction,A blond girl opens her mouth.,A man is eating a donut.,2844588501.jpg#3r1c,A blond girl,opens,her mouth,A man,is eating,a donut
entailment,You can also stay for lessons.,Lessons are available for you if you wish stay.,58279e,You,can also stay,for lessons,Lessons,are,available for you
contradiction,A snowboarder is beginning his run.,He is on skis,2991771557.jpg#4r1c,A snowboarder,is beginning,his run,He,is,on skis
entailment,Economists call this moral hazard.,This is known as moral hazard to economists.,85505e,Economists,call,this moral hazard,This,is known,as moral hazard
contradiction,A dog runs through the snow.,A duck flies in the rain.,96973080.jpg#4r3c,A dog,runs,through the snow,A duck,flies,in the rain
neutral,Two people ride the train.,The train is long,295729735.jpg#4r3n,Two people,ride,the train,The train,is,long
entailment,Two dogs are running on the grass.,Two dogs are running in the grass.,2298097636.jpg#3r1e,Two dogs,are running,on the grass,Two dogs,are running,in the grass
neutral,A man selling pin-wheels.,A man is selling pink pin-wheels.,4889128774.jpg#4r1n,A man,selling,pin-wheels,A man,is selling,pink pin-wheels
entailment,Two men competing in a race.,Two men participating in a race.,6339590254.jpg#4r1e,Two men,competing,in a race,Two men,participating,in a race
neutral,A man stares lost at his dog.,The man calls his dog,4123894799.jpg#4r1n,A man,stares lost,at his dog,The man,calls,his dog
contradiction,A dog standing on a beach.,A cat is playing in the desert.,3673165148.jpg#4r1c,A dog,standing,on a beach,A cat,is playing,in the desert
contradiction,Six laboratories participated in each study.,Each study had three labs participating. ,16487c,Six laboratories,participated,in each study,Each study,had,three labs participating
neutral,A woman is playing volleyball.,The volleyball is white.,3467073304.jpg#3r1n,A woman,is playing,volleyball,The volleyball,is,white
contradiction,Two women are standing at a bar.,Two women dancing in a bar.,4905325970.jpg#4r1c,Two women,are standing,at a bar,Two women,dancing,in a bar
contradiction,Two young boys hold a man's hands.,The children are carrying the man,3078229723.jpg#4r1c,Two young boys,hold,a man's hands,The children,are carrying,the man
entailment,an older gentleman is stoking a fire.,The man is stoking the fire.,6883198537.jpg#3r1e,an older gentleman,is stoking,a fire,The man,is stoking,the fire
