GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,a dog chases another dog.,a dog is chasing a cat,1095590286.jpg#3r3c,a dog,chases,another dog,a dog,is chasing,a cat
contradiction,A person is carrying many bags.,a person is not carrying anything,3061422245.jpg#3r1c,A person,is carrying,many bags,a person,is not carrying,anything
neutral,Two guys sitting on the couch.,Two guys playing video games.,83755390.jpg#3r1n,Two guys,sitting,on the couch,Two guys,playing,video games
entailment,Two baseball teams are playing on a field.,Two sports teams are playing outdoors.,5847749710.jpg#4r1e,Two baseball teams,are playing,on a field,Two sports teams,are playing,outdoors
contradiction,Two woman dancing outside.,Two men are dancing inside.,7428276152.jpg#4r1c,Two woman,dancing,outside,Two men,are dancing,inside
neutral,A couple is walking in a building.,a couple going to lunch,4450821292.jpg#4r5n,A couple,is walking,in a building,a couple,going,to lunch
contradiction,A baton struck my temple.,The baton missed me.,120504c,A baton,struck,my temple,The baton,missed,me
contradiction,Two soccer teams are playing a game.,Two teams are waiting for the buses.,289636441.jpg#4r1c,Two soccer teams,are playing,a game,Two teams,are waiting,for the buses
contradiction,The old woman is smoking a cigarette.,The old guy is chain smoking.,478200744.jpg#4r1c,The old woman,is smoking,a cigarette,The old guy,is,chain smoking
neutral,A dog runs on brown grass.,The dog is chasing a bird.,3025546819.jpg#4r1n,A dog,runs,on brown grass,The dog,is chasing,a bird
neutral,a surfer rides the wave.,Surfer is showing off his skills.,3073535022.jpg#4r2n,a surfer,rides,the wave,Surfer,is showing off,his skills
contradiction,A quartet is performing inside.,Musicians are playing inside.,7954265762.jpg#4r1c,A quartet,is performing,inside,Musicians,are playing,inside
entailment,A couple ladies having a party.,There are people attending a party.,2655158300.jpg#3r1e,A couple ladies,having,a party,people,attending,a party
contradiction,Two girls sitting in a bar.,Two girls are in a race.,508074953.jpg#4r1c,Two girls,sitting,in a bar,Two girls,are,in a race
contradiction,A man hugs a smiling girl.,The girl is running down a hill.,4789384235.jpg#4r1c,A man,hugs,a smiling girl,The girl,is running,down a hill
neutral,The beard have brown fur.,The color is dark brown.,vg_len122r2n,The beard,have,brown fur,The color,is,dark brown
entailment,She is so very violent. ,She likes to fight.,102601e,She,is,so very violent,She,likes,to fight
neutral,Man is walking three dogs.,A man is walking his dogs.,4932403516.jpg#4r1n,Man,is walking,three dogs,A man,is walking,his dogs
entailment,two guys setting the cement.,People are setting cement.,36030175.jpg#4r1e,two guys,setting,the cement,People,are setting,cement
contradiction,Young men watching Sesame Street.,The men are reading books.,2705099033.jpg#4r1c,Young men,watching,Sesame Street,The men,are reading,books
neutral,A woman sitting by a pool.,The woman sitting is asian.,3992134893.jpg#4r1n,A woman,sitting,by a pool,The woman sitting,is,asian
contradiction,i bet it was,I bet it was not.,135976c,i,bet,it was,I,bet,it was not
entailment,A sleeping man relaxing after hard work.,A man relaxes after working.,2749124340.jpg#4r1e,A sleeping man,relaxing,after hard work,A man,relaxes,after working
neutral,Many people are walking along a street.,They are selling stuff.,468618961.jpg#4r1n,Many people,are walking,along a street,They,are selling,stuff
entailment,I might even vote for her.,There is a chance that I will vote for her.,5642e,I,might even vote,for her,I,will vote,for her
neutral,Children are playing tug-of-war.,The children are playing outside.,3483071906.jpg#4r1n,Children,are playing,tug-of-war,The children,are playing,outside
neutral,Two girls walking holding hands.,The girls are walking through a park.,4950418775.jpg#4r1n,Two girls,walking,holding hands,The girls,are walking,through a park
contradiction,A person riding a rodeo bull.,A person is riding an elephant.,159845627.jpg#3r4c,A person,riding,a rodeo bull,A person,is riding,an elephant
neutral,Young people playing in the water.,Four boys playing water polo.,2475640704.jpg#3r1n,Young people,playing,in the water,Four boys,playing,water polo
contradiction,A woman is looking over her products.,A woman is giving  her products,88127430.jpg#4r1c,A woman,is looking,over her products,A woman,is giving,her products
entailment,A brown dog jumping in the air,An animal jumped off the ground.,3439414478.jpg#3r1e,A brown dog,jumping,in the air,An animal,jumped,off the ground
contradiction,Hersheimmer turned to him.,Hersheimmer remained still.  ,32034c,Hersheimmer,turned,to him,Hersheimmer,remained,still
neutral,Three men are on scaffolding.,Three sad men are on scaffolding.,3249619521.jpg#4r1n,Three men,are,on scaffolding,Three sad men,are,on scaffolding
entailment,Fans spectating a soccer game.,Fans are watching a sporting event.,7986954235.jpg#4r1e,Fans,spectating,a soccer game,Fans,are watching,a sporting event
neutral,This older gentleman enjoys playing his instrument.,The old man loves playing jazz.,7717834540.jpg#2r1n,This older gentleman,enjoys playing,his instrument,The old man,loves,playing jazz
entailment,Three people are walking down the beach.,Three men walk down the beach.,2955752229.jpg#2r1e,Three people,are walking,down the beach,Three men,walk,down the beach
entailment,A graffiti artist is spray painting bricks.,Someone is spraying paint.,4797178138.jpg#3r1e,A graffiti artist,is,spray painting bricks,Someone,is spraying,paint
entailment,Three dogs racing madly around a racetrack.,Dogs racing near racetrack,2559114800.jpg#0r1e,Three dogs,racing madly,around a racetrack,Dogs,racing,near racetrack
contradiction,A nun looking at a camera.,The woman is with her husband.,5217397101.jpg#4r1c,A nun,looking,at a camera,The woman,is,with her husband
contradiction,These people are doing dangerous things.,These people are waiting for the bus.,vg_verb91r4c,These people,are doing,dangerous things,These people,are waiting,for the bus
contradiction,Bicyclists waiting at an intersection.,The bicyclists are dead.,1148238960.jpg#2r4c,Bicyclists,waiting,at an intersection,The bicyclists,are,dead
entailment,A barefoot man is collecting garbage.,A man is collecting garbage.,4792596961.jpg#3r1e,A barefoot man,is collecting,garbage,A man,is collecting,garbage
contradiction,Two women are looking at jewelry.,The two women are sleeping at home.,4982004472.jpg#4r1c,Two women,are looking,at jewelry,The two women,are sleeping,at home
entailment,He must try again.,He is going to have to try again.,8616e,He,must try,again,He,to try,again
contradiction,three bikers stop in town.,The bikers breathe water,1148238960.jpg#4r4c,three bikers,stop,in town,The bikers,breathe,water
entailment,A woman is working on pottery.,There is a woman doing pottery,6077671447.jpg#4r1e,A woman,is working,on pottery,a woman,doing,pottery
entailment,Four people are browsing in a market.,Four people are looking in a market.,4725679036.jpg#4r1e,Four people,are browsing,in a market,Four people,are looking,in a market
contradiction,A man surfing in the ocean.,The man is laying on the beach.,3403797144.jpg#3r2c,A man,surfing,in the ocean,The man,is laying,on the beach
entailment,A black dog plays around in water.,The dog is playing in the water.,2565685680.jpg#4r1e,A black dog,plays around,in water,The dog,is playing,in the water
entailment,Foreign children crushing bricks.,Children crush bricks,141429107.jpg#4r1e,Foreign children,crushing,bricks,Children,crush,bricks
contradiction,A football player holding a football.,The football player has empty hands.,241347496.jpg#4r1c,A football player,holding,a football,The football player,has,empty hands
contradiction,Technicians working in underground.,The dinosaurs ate everybody.,2537620898.jpg#4r1c,Technicians,working,in underground,The dinosaurs,ate,everybody
contradiction,A woman looking outside a window.,The woman's house has no windows,2524066437.jpg#4r1c,A woman,looking,outside a window,The woman's house,has,no windows
contradiction,plastic took fifty years,Plastic took two years.,122037c,plastic,took,fifty years,Plastic,took,two years
entailment,An engineer is working alone near his machines.,an engineer was working all by himself on the machine,157492155.jpg#1r1e,An engineer,is working alone,near his machines,an engineer,was working,on the machine
entailment,A man is standing by trees.,A man is next to trees.,129981966.jpg#4r1e,A man,is standing,by trees,A man,is,next to trees
entailment,"You said I was crazy.""",You said I was crazy.,81398e,You,said,I was crazy,You,said,I was crazy
neutral,A tan dog leaps into the water.,The dog is excited,691770760.jpg#4r1n,A tan dog,leaps,into the water,The dog,is,excited
entailment,Three individuals are scuba diving.,Three are scuba diving.,6834506532.jpg#4r3e,Three individuals,are,scuba diving,Three,are,scuba diving
neutral,The giraffe is facing to the left,The giraffe is at the zoo.,vg_verb68r1n,The giraffe,is facing,to the left,The giraffe,is,at the zoo
entailment,THEY KILLED THORN.,Thorn is dead. ,79934e,THEY,KILLED,THORN,Thorn,is,dead
neutral,Jon watched each of them.,Jon was watching them eat.,19776n,Jon,watched,each of them,Jon,was watching,them eat
entailment,Scars crossed his face.,His face had been injured in the past.,30562e,Scars,crossed,his face,His face,had been injured,in the past
neutral,A few people are staring at something.,The people are staring at a cat.,4755772591.jpg#4r2n,A few people,are staring,at something,The people,are staring,at a cat
entailment,A street musician playing his instrument.,A street performer makes music.,4934471616.jpg#3r1e,A street musician,playing,his instrument,A street performer,makes,music
contradiction,The other purpose is cuddling the students.,Cuddling the teachers is the purpose.,128304c,The other purpose,is cuddling,the students,Cuddling the teachers,is,the purpose
entailment,A woman looking around her area.,a woman looking her area,4779910502.jpg#4r1e,A woman,looking,around her area,a woman,looking,her area
neutral,Two boys are playing on the ground.,The two boys are brothers.,262376764.jpg#4r1n,Two boys,are playing,on the ground,The two boys,are,brothers
neutral,A man climbs up a mountain.,The man is young.,191592626.jpg#4r1n,A man,climbs,up a mountain,The man,is,young
neutral,Kids running across the grass.,The kids are friends.,1449370354.jpg#3r1n,Kids,running,across the grass,The kids,are,friends
neutral,A father is kissing his newborn.,Father is enamored by his child.,4772601985.jpg#3r1n,A father,is kissing,his newborn,Father,is enamored,by his child
contradiction,A young girl running down a street.,boy eats pizza,1919181287.jpg#3r1c,A young girl,running,down a street,boy,eats,pizza
contradiction,Three people are looking into photographic equipment.,Some vandals damage brand new cameras.,2346402952.jpg#1r1c,Three people,are looking,into photographic equipment,Some vandals,damage,brand new cameras
contradiction,Two white dogs running in grass.,The dogs are black.,316577571.jpg#3r1c,Two white dogs,running,in grass,The dogs,are,black
neutral,A woman is straddling a wall.,A lady is quietly mounting a wall.,3005135868.jpg#4r1n,A woman,is straddling,a wall,A lady,is quietly mounting,a wall
neutral,Sister hugging her brother.,A younger girl is hugging her older brother.,3249624518.jpg#4r1n,Sister,hugging,her brother,A younger girl,is hugging,her older brother
neutral,A skier flies over a cliff.,The skier looks terrified.,3351370405.jpg#4r1n,A skier,flies,over a cliff,The skier,looks,terrified
entailment,Two teen girl hanging out on the futon.,a child was there,628483212.jpg#3r1e,Two teen girl,hanging out,on the futon,a child,was,there
neutral,Several people hang out at a winery.,people laughing at winery,3539552261.jpg#4r1n,Several people,hang out,at a winery,people,laughing,at winery
entailment,Two dogs walk through the snow.,Two dogs walk through the snow,1312227131.jpg#4r1e,Two dogs,walk,through the snow,Two dogs,walk,through the snow
neutral,A man playing the guitar.,"He is playing ""Wonderwall""",525649435.jpg#4r1n,A man,playing,the guitar,He,is playing,Wonderwall
neutral,Blond-haired couple posing for picture.,The couple are inside.,1141644104.jpg#3r2n,Blond-haired couple,posing,for picture,The couple,are,inside
contradiction,A man doing construction work.,The man is doing jumping jacks.,2736884820.jpg#4r1c,A man,doing,construction work,The man,is doing,jumping jacks
contradiction,A man is riding a bicycle.,A man is on a unicycle,7649773820.jpg#4r2c,A man,is riding,a bicycle,A man,is,on a unicycle
entailment,A man floating in the ocean.,A person floating in the ocean.,2952141476.jpg#4r1e,A man,floating,in the ocean,A person,floating,in the ocean
neutral,The hikers descend on the mountain.,Some people are going down a path.,407678652.jpg#3r1n,The hikers,descend,on the mountain,Some people,are going,down a path
neutral,a man running track,A man is in a marathon.,3111208043.jpg#4r1n,a man,running,track,A man,is,in a marathon
contradiction,A man is working on steel.,The man is working on his garden.,1749235955.jpg#4r1c,A man,is working,on steel,The man,is working,on his garden
contradiction,A man windsurfs near the beach.,The man is flying a plane,3037558954.jpg#4r1c,A man,windsurfs,near the beach,The man,is flying,a plane
contradiction,Its frescoes are attributed to Perugino.,Its frescoes are attributed to da vinci.,55036c,Its frescoes,are attributed,to Perugino,Its frescoes,are attributed,to da vinci
contradiction,Older woman is dressed for colder weather.,the woman is naked,4070693418.jpg#3r1c,Older woman,is dressed,for colder weather,the woman,is,naked
entailment,A woman dressed in black.,The person is a female.,374124237.jpg#4r1e,A woman,dressed,in black,The person,is,a female
contradiction,A little boy wears a Yankees cap.,some play the game.,4977528001.jpg#4r1c,A little boy,wears,a Yankees cap,some,play,the game
neutral,A brown dog leaps into the water.,A dog jumps into the pool.,493621130.jpg#3r1n,A brown dog,leaps,into the water,A dog,jumps,into the pool
neutral,A teacher draws on a chalkboard.,Marnie teaches her math class.,86734276.jpg#4r1n,A teacher,draws,on a chalkboard,Marnie,teaches,her math class
entailment,A firefighter holds a fire hose.,A firefighter holds a hose.,4644353803.jpg#3r1e,A firefighter,holds,a fire hose,A firefighter,holds,a hose
entailment,ATV rider spinning his wheels.,A person is using an ATV.,3013469764.jpg#4r1e,ATV rider,spinning,his wheels,A person,is using,an ATV
contradiction,Two scuba divers are diving underwater.,Two scuba divers sitting on a boat.,2711075591.jpg#3r1c,Two scuba divers,are diving,underwater,Two scuba divers,sitting,on a boat
entailment,A man windsurfing in the ocean.,a child was there,3902696045.jpg#4r3e,A man,windsurfing,in the ocean,a child,was,there
contradiction,Two men play electric guitars.,Two women smash their electric guitars.,3091369572.jpg#4r1c,Two men,play,electric guitars,Two women,smash,their electric guitars
entailment,A white dog nurses her pups.,A white dog has puppies.,3551170666.jpg#4r1e,A white dog,nurses,her pups,A white dog,has,puppies
entailment,A woman shakes a cocktail.,A person is making a drink.,6848904367.jpg#4r1e,A woman,shakes,a cocktail,A person,is making,a drink
neutral,It is not a streamlined science.,The science is not streamlined.,87093n,It,is not,a streamlined science,The science,is not,streamlined
contradiction,A man holds a small child.,The child is old,3182517887.jpg#4r1c,A man,holds,a small child,The child,is,old
neutral,a girl jumps on the trampoline.,The girl is a gymnast.,1348304997.jpg#4r1n,a girl,jumps,on the trampoline,The girl,is,a gymnast
entailment,Girl is blowing to a butterfly.,The girl blows a butterfly.,2447017958.jpg#4r1e,Girl,is blowing,to a butterfly,The girl,blows,a butterfly
entailment,A little girl shows off a constructed object.,The girl is doing a show and tell.,7024548595.jpg#2r1e,A little girl,shows off,a constructed object,The girl,is doing,a show
neutral,I liked the man.,Everyone liked the man.  ,110093n,I,liked,the man,Everyone,liked,the man
contradiction,The lady is drinking a brownish liquid.,The liquid has no color.,4671069535.jpg#4r1c,The lady,is drinking,a brownish liquid,The liquid,has,no color
contradiction,A military man is aiming his gun.,A military woman is aiming his gun.,4685060982.jpg#3r1c,A military man,is aiming,his gun,A military woman,is aiming,his gun
entailment,Your letter is indeed ambiguous.,The letter is ambiguous.,58408e,Your letter,is indeed,ambiguous,The letter,is,ambiguous
contradiction,a swimmer doing a backstroke,A person sits on a bench.,2935921151.jpg#4r1c,a swimmer,doing,a backstroke,A person,sits,on a bench
neutral,A dog racing around a track.,The dog is athletic.,2789238858.jpg#3r1n,A dog,racing,around a track,The dog,is,athletic
entailment,Police officers patrolling a beach.,Police officers are walking on a beach,39999879.jpg#4r1e,Police officers,patrolling,a beach,Police officers,are walking,on a beach
contradiction,A white dog running on sand.,A chocolate lab swims in the ocean.,2714220101.jpg#4r1c,A white dog,running,on sand,A chocolate lab,swims,in the ocean
contradiction,i think that's mine,I think that's yours. ,65913c,i,think,that's mine,I,think,that's yours
entailment,Students concentrate during class.,Some people are being attentive.,5788772871.jpg#4r1e,Students,concentrate,during class,Some people,are being,attentive
entailment,The Pentagon told  CNN &amp,CNN was informed by the Pentagon.,51646e,The Pentagon,told,CNN &amp,CNN,was informed,by the Pentagon
contradiction,Two women run down the sidewalk.,Two women sit on a subway.,4491304968.jpg#4r2c,Two women,run,down the sidewalk,Two women,sit,on a subway
neutral,Dog retrieving stick in water,A dog is swimming in a pond.,352382023.jpg#4r1n,Dog,retrieving,stick in water,A dog,is swimming,in a pond
entailment,This marketplace is very busy.,A marketplace is busy.,3176277818.jpg#2r1e,This marketplace,is,very busy,A marketplace,is,busy
contradiction,It is well. ,Nothing is ok.,99839c,It,is,well,Nothing,is,ok
contradiction,A family is walking on the sidewalk.,a family is running in a field.,4451284349.jpg#3r1c,A family,is walking,on the sidewalk,a family,is running,in a field
contradiction,A black dog is digging in the snow.,A cat is chasing a man,3337046794.jpg#3r1c,A black dog,is digging,in the snow,A cat,is chasing,a man
entailment,Something made me shiver.,"When that happened, I couldn't help but shiver.",54370e,Something,made,me shiver,I,could n't help,When that happened
entailment,Change is good.,Change is positive.,111399e,Change,is,good,Change,is,positive
neutral,a puppy runs in the sand.,A puppy is at the beach.,2256320794.jpg#3r1n,a puppy,runs,in the sand,A puppy,is,at the beach
contradiction,A tan dog walks across the snow.,My pet is asleep.,2322327298.jpg#1r1c,A tan dog,walks,across the snow,My pet,is,asleep
entailment,Additional copies are $2 each.,Duplicates are $2 a piece.,116171e,Additional copies,are,$2 each,Duplicates,are,$2 a piece
contradiction,People walking across a bridge.,People drive across a bridge,4234824441.jpg#4r1c,People,walking,across a bridge,People,drive,across a bridge
neutral,three females wearing headscarves standing together,People are talking while standing.,1339596997.jpg#0r1n,three females,wearing,headscarves standing together,People,are talking,while standing
entailment,A golden retriever is shaking off some water,A golden retriever is wet.,263522013.jpg#1r1e,A golden retriever,is shaking off,some water,A golden retriever,is,wet
contradiction,A police officer keeps watch a parade.,A man is walking a dog,421706022.jpg#4r1c,A police officer,keeps watch,a parade,A man,is walking,a dog
entailment,An elderly woman pushing a stroller,An older woman walks a baby.,365584746.jpg#4r3e,An elderly woman,pushing,a stroller,An older woman,walks,a baby
entailment,A cowboy riding a bucking horse.,A cowboy riding a horse.,4741494498.jpg#4r1e,A cowboy,riding,a bucking horse,A cowboy,riding,a horse
neutral,an old lady walks down the street.,The old lady has brown hair.,502884177.jpg#4r3n,an old lady,walks,down the street,The old lady,has,brown hair
contradiction,A soccer team scores a goal.,The soccer team scored 0 points.,3232470286.jpg#4r1c,A soccer team,scores,a goal,The soccer team,scored,0 points
contradiction,an asian woman holds her fur scarf.,The woman is not wearing a scarf.,3356284586.jpg#4r1c,an asian woman,holds,her fur scarf,The woman,is not wearing,a scarf
contradiction,Kids running in the field.,Kids play ice hockey.,1685990174.jpg#4r2c,Kids,running,in the field,Kids,play,ice hockey
entailment,A police officer booking a criminal.,A police officer talking to a criminal.,7527111.jpg#4r1e,A police officer,booking,a criminal,A police officer,talking,to a criminal
entailment,The next day they were gone.,They were gone the next day.,111138e,they,were gone,The next day,They,were gone,the next day
contradiction,A young boy throwing a ball.,A young girl is throwing a ball,vg_verb73r3c,A young boy,throwing,a ball,A young girl,is throwing,a ball
neutral,An Asian man looking at something.,An Asian man is sightseeing in the city.,4718205942.jpg#4r1n,An Asian man,looking,at something,An Asian man,is sightseeing,in the city
entailment,two men working a construction job,The two men are outside.,3763959012.jpg#4r1e,two men,working,a construction job,The two men,are,outside
contradiction,An African woman makes pots.,The woman makes toothpaste.,1674493314.jpg#4r2c,An African woman,makes,pots,The woman,makes,toothpaste
entailment,Two people are eating a meal together.,A couple of people enjoying some food,1422951807.jpg#2r1e,Two people,are eating together,a meal,people,enjoying,some food
entailment,He should have been the golden sword.,It was the golden sword he should have been.,139998e,He,should have been,the golden sword,the golden sword,should have been,he
entailment,A young boy is playing a red guitar.,A little kid plays an intrument.,2424398046.jpg#4r1e,A young boy,is playing,a red guitar,A little kid,plays,an intrument
contradiction,A shoe shiner waits for customers.,A person shining shoes.,733964952.jpg#3r4c,A shoe shiner,waits,for customers,A person,shining,shoes
contradiction,A young boy holds a green shovel.,A young boy eats a shovel,3031093209.jpg#4r1c,A young boy,holds,a green shovel,A young boy,eats,a shovel
contradiction,Black dog running in swampy grass,A dog is sleeping on a couch.,3439560988.jpg#4r1c,Black dog,running,in swampy grass,A dog,is sleeping,on a couch
neutral,The girl is pursing her lips.,The girl has red lipstick on.,vg_verb81r5n,The girl,is pursing,her lips,The girl,has,red lipstick on
entailment,Two people are standing in bathing clothes.,People are wearing swimsuits,4786187638.jpg#3r1e,Two people,are standing,in bathing clothes,People,are wearing,swimsuits
contradiction,Two people are sitting on a bench.,Two people walking down the road.,4471667766.jpg#2r1c,Two people,are sitting,on a bench,Two people,walking,down the road
neutral,Five people raising a sail,A sailing crew preparing for a race.,3965289801.jpg#4r1n,Five people,raising,a sail,A sailing crew,preparing,for a race
neutral,Concealment was at an end.,They had been finally discovered.,24325n,Concealment,was,at an end,They,had been discovered,finally
entailment,People standing by the river.,People are by the water,4020631259.jpg#3r1e,People,standing,by the river,People,are,by the water
entailment,Thorn will go with you.,It is Thorn who will accompany you. ,100600e,Thorn,will go,with you,It,is,Thorn
contradiction,3 women walking down a road,Two men surf the waves.,4950626600.jpg#4r1c,3 women,walking,down a road,Two men,surf,the waves
contradiction,Traditional dancers perform on the street.,Dancers are performing in the theater.,4761666419.jpg#4r1c,Traditional dancers,perform,on the street,Dancers,are performing,in the theater
contradiction,A young girl wears a butterfly costume.,The girl is wearing a batman outfit.,4271121531.jpg#3r5c,A young girl,wears,a butterfly costume,The girl,is wearing,a batman outfit
neutral,A boy winding up for a pitch.,The boy is playing baseball.,3744832122.jpg#4r1n,A boy,winding up,for a pitch,The boy,is playing,baseball
entailment,The bride is standing outside.,A woman is outside.,2286235203.jpg#4r1e,The bride,is standing,outside,A woman,is,outside
contradiction,A person is working in the garden.,people sitting by beach,5648957534.jpg#4r1c,A person,is working,in the garden,people,sitting,by beach
entailment,A man is giving a class lecture.,men lecture taking class,2074430847.jpg#4r1e,A man,is giving,a class lecture,men,lecture taking,class
entailment,Three young girls are walking together down the sidewalk.,People are on concrete,4604969760.jpg#3r1e,Three young girls,are walking together,down the sidewalk,People,are,on concrete
contradiction,A male is leaping above white water.,A fish darts around his bowl.,6762541983.jpg#4r1c,A male,is leaping,above white water,A fish,darts,around his bowl
entailment,Two people are walking in a desert.,The people were in the desert.,2234910971.jpg#4r1e,Two people,are walking,in a desert,The people,were,in the desert
contradiction,The woman is pouring drinks.,man eats pizza,4905326458.jpg#4r1c,The woman,is pouring,drinks,man,eats,pizza
neutral,Wrestler jumping in the air.,Wrestler performing a wrestling move.,2607099736.jpg#4r1n,Wrestler,jumping,in the air,Wrestler,performing,a wrestling move
entailment,A black dog jumps through the water.,The dog is black.,2756636539.jpg#3r1e,A black dog,jumps,through the water,The dog,is,black
entailment,The tan dog is chasing a ball.,The dog is chasing a ball.,778885185.jpg#3r1e,The tan dog,is chasing,a ball,The dog,is chasing,a ball
entailment,Every minute gained was to the good.,Every moment was to their advantage. ,84559e,Every minute gained,was,to the good,Every moment,was,to their advantage
neutral,A man is giving a speech.,The man is inspiring.,7480077664.jpg#4r6n,A man,is giving,a speech,The man,is,inspiring
entailment,Two children are petting a calf.,Two children pet an animal,4581195263.jpg#4r1e,Two children,are petting,a calf,Two children,pet,an animal
neutral,Two people eating at a restaurant.,Two people are on a date.,4360622935.jpg#4r1n,Two people,eating,at a restaurant,Two people,are,on a date
neutral,Two brown dogs fight over some cloth.,Two brown dogs fighting for panties,244867897.jpg#4r1n,Two brown dogs,fight,over some cloth,Two brown dogs,fighting,for panties
entailment,It was a gigantic blunder.,It was a huge disaster.,80016e,It,was,a gigantic blunder,It,was,a huge disaster
neutral,A man prepares to use his leaf blower.,The man is short,4730527167.jpg#4r1n,A man,prepares to use,his leaf blower,The man,is,short
contradiction,A brown dog running next to grass.,Margaret Thatcher was a submariner.,1089181217.jpg#2r1c,A brown dog,running,next to grass,Margaret Thatcher,was,a submariner
contradiction,A guy is putting on some jeans.,A child is playing a video game.,6335241.jpg#3r1c,A guy,is putting on,some jeans,A child,is playing,a video game
contradiction,An outside market is packed with people.,The market is empty,4578792667.jpg#2r1c,An outside market,is packed,with people,The market,is,empty
contradiction,A barber shaves another man's beard.,the barber is dead,6443142639.jpg#4r1c,A barber,shaves,another man's beard,the barber,is,dead
entailment,A wet dog emerges from deep water.,A dog is wet.,3401902253.jpg#3r1e,A wet dog,emerges,from deep water,A dog,is,wet
entailment,A tattooed man dunks a basketball.,A man dunks a basketball.,3439382048.jpg#4r1e,A tattooed man,dunks,a basketball,A man,dunks,a basketball
contradiction,A large dog licking its nose.,A large dog licking its paw.,3383491811.jpg#2r3c,A large dog,licking,its nose,A large dog,licking,its paw
contradiction,Three people are on a sidewalk.,Three friends are riding the bus.,1191423753.jpg#4r1c,Three people,are,on a sidewalk,Three friends,are riding,the bus
neutral,The young lady is looking at the pizza.,The lady is hungry.,130063845.jpg#4r1n,The young lady,is looking,at the pizza,The lady,is,hungry
neutral,A street guitarist is outside a cafe,Someone is performing on the street.,161877800.jpg#4r1n,A street guitarist,is,outside a cafe,Someone,is performing,on the street
entailment,A lady kneeling to look at a bowl.,A lady looks at a dish.,4969006670.jpg#4r1e,A lady,kneeling to look,at a bowl,A lady,looks,at a dish
contradiction,Her eyes were calm.,Her eyes looked terrififed.,89044c,Her eyes,were,calm,Her eyes,looked,terrififed
neutral,A dog runs through water.,A dog is running through a stream.,3401902253.jpg#4r1n,A dog,runs,through water,A dog,is running,through a stream
neutral,A small child is carrying a large hoop.,A small child is carrying large money.,2500354186.jpg#4r1n,A small child,is carrying,a large hoop,A small child,is carrying,large money
contradiction,A singer performs at a concert,A young woman sings in the shower.,5236666873.jpg#4r1c,A singer,performs,at a concert,A young woman,sings,in the shower
contradiction,An older man sitting in the sunshine.,A woman draws the blinds indoors.,4941930778.jpg#4r1c,An older man,sitting,in the sunshine,A woman,draws,the blinds indoors
neutral,Derry stood for a second.,It was a good day.,85215n,Derry,stood,for a second,It,was,a good day
contradiction,Two basketball players play in a game.,The football players are shaking pom poms.,3285180819.jpg#3r1c,Two basketball players,play,in a game,The football players,are shaking,pom poms
entailment,Black dog jumps through snowy field.,A dog jumps through the field.,2378127945.jpg#3r1e,Black dog,jumps,through snowy field,A dog,jumps,through the field
entailment,The trees are green,The plants are outdoors,vg_len1r4e,The trees,are,green,The plants,are,outdoors
entailment,girl holding a guys head.,The girl is holding a guys head,4929237993.jpg#4r1e,girl,holding,a guys head,The girl,is holding,a guys head
contradiction,Two young women sitting on a doorstep.,Two old women are sitting on the doorstep.,558620122.jpg#4r1c,Two young women,sitting,on a doorstep,Two old women,are sitting,on the doorstep
contradiction,What's up? he inquired.,He said nothing.,96970c,What's up,inquired,he,He,said,nothing
entailment,A snarling dog approaches a hissing cat.,An angry dog approaches a cat.,124972799.jpg#4r5e,A snarling dog,approaches,a hissing cat,An angry dog,approaches,a cat
neutral,a football team playing on the field,The score is even.,4962649156.jpg#4r1n,a football team,playing,on the field,The score,is,even
contradiction,A girl standing in the ocean,A girl is swimming underwater.,1332823164.jpg#3r4c,A girl,standing,in the ocean,A girl,is swimming,underwater
entailment,i mean to tell you,What i told you.,58580e,i,mean to tell,you,i,told,you
entailment,"Two boys wearing costumes, playing with swords.",Two boys are wearing costumes.,7057098661.jpg#3r1e,Two boys,wearing costumes playing,with swords,Two boys,are wearing,costumes
contradiction,A black dog runs along the beach.,A dog is in the kitchen.,467960888.jpg#3r1c,A black dog,runs,along the beach,A dog,is,in the kitchen
neutral,A young child is petting an animal.,The little girl is touching a puppy.,1410585992.jpg#4r3n,A young child,is petting,an animal,The little girl,is touching,a puppy
entailment,man working a gelato stand,This man vends dessert.,344403580.jpg#4r1e,man,working,a gelato stand,This man,vends,dessert
entailment,I looked good.,I did not look bad. ,100716e,I,looked,good,I,did not look,bad
neutral,A mature lady is walking down the sidewalk.,the lady is fine,4453917511.jpg#3r1n,A mature lady,is walking,down the sidewalk,the lady,is,fine
entailment,A woman picking up a large rock.,The woman picks up a rock.,1716445442.jpg#3r4e,A woman,picking up,a large rock,The woman,picks up,a rock
neutral,they are so expensive,They are too much money. ,136985n,they,are,so expensive,They,are,too much money
neutral,The trailer is white,The trailer is hitched to a truck,vg_len65r4n,The trailer,is,white,The trailer,is hitched,to a truck
neutral,The two young are playing in the chain.,The young are having fun.,2466712155.jpg#4r1n,The two young,are playing,in the chain,The young,are having,fun
contradiction,An army officer is inspecting something.,Don'g do drungs,3051972592.jpg#3r1c,An army officer,is inspecting,something,Don'g,do,drungs
contradiction,Some young men are playing basketball.,Young women are playing basketball.,207240631.jpg#3r1c,Some young men,are playing,basketball,Young women,are playing,basketball
